ID,Name,Grade,Grade text,Generation,Total
4471,عبد الرحمن بن كيسان المدني,6,مقبول,3,7
4473,عبد الرحمن بن مالك الأحمسي,8,ضعيف الحديث,2,2
4474,عبد الرحمن بن مالك المدلجي,3,ثقة,3,9
4475,عبد الرحمن بن المجبر القرشي,3,ثقة,6,3
4476,عبد الرحمن بن محمد المحاربي,3,ثقة,9,353
4477,عبد الرحمن بن سلام الجمحي,3,ثقة,10,102
4478,عبد الرحمن بن محمد القاري,3,ثقة,7,9
4479,عبد الرحمن بن محيريز الجمحي,3,له رؤية,2,8
4480,عبد الرحمن بن مرزوق الدمشقي,6,مقبول,6,5
4481,عبد الرحمن بن مريح الخولاني,7,له إدراك,2,2
4482,عبد الرحمن بن مسعود اليشكري,6,مقبول,3,2
4483,عبد الرحمن بن مسعود الأنصاري,6,مقبول,4,2
4484,عبد الرحمن بن مصعب الأزدي,4,صدوق حسن الحديث,9,4
4485,عبد الرحمن بن مطعم البناني,3,ثقة,3,9
4486,عبد الرحمن بن مطيع القرشي,3,مختلف في صحبته,2,4
4487,عبد الرحمن بن معاذ التيمي,1,صحابي,1,1
4488,عبد الرحمن بن معاوية الأنصاري,8,ضعيف الحديث,6,65
4489,عبد الرحمن بن معقل المزني,3,ثقة تكلموا في روايته عن أبيه لصغره,3,8
4490,عبد الرحمن بن مغراء الدوسي,4,صدوق تكلم في حديثه عن الأعمش,8,136
4491,عبد الرحمن بن مقاتل القشيري,3,ثقة,10,3
4492,أبو عثمان النهدي,2,ثقة ثبت,2,228
4493,عبد الرحمن بن مهدي العنبري,2,ثقة ثبت حافظ عارف بالرجال والحديث,9,1346
4494,عبد الرحمن بن مهران الأزدي,4,صدوق حسن الحديث,3,6
4495,عبد الرحمن بن سفينة الهاشمي,7,انفرد بتوثيقه ابن حبان,3,9
4496,عبد الرحمن بن موسى,6,مقبول,3,1
4497,عبد الرحمن بن ميسرة الحضرمي,3,ثقة,4,22
4498,عبد الرحمن بن ميمون البصري,4,صدوق حسن الحديث,7,3
4499,عبد الرحمن بن نافع الخزاعي,7,مختلف في صحبته,2,2
4500,عبد الرحمن بن نعيم الأزدي,8,ضعيف الحديث,3,2
4501,عبد الرحمن بن النعمان الكوفي,8,ضعيف الحديث,7,8
4502,عبد الرحمن بن نمر اليحصبي,4,صدوق حسن الحديث,8,47
4503,عبد الله بن نمران الحجري,9,مجهول,8,2
4504,عبد الرحمن بن نوفل الأشجعي,6,مقبول,4,2
4505,عبد الرحمن بن هانئ النخعي,10,ضعيف الحديث,9,38
4506,عبد الرحمن بن هرمز الأعرج,2,ثقة ثبت عالم,3,490
4508,عبد الرحمن بن أبي هلال العبسي,3,ثقة,3,5
4509,عبد الرحمن بن هنيدة العدوي,3,ثقة,4,3
4510,عبد الرحمن بن واقد البصري,6,مقبول,10,59
4511,عبد الرحمن بن وردان الغفاري,4,صدوق حسن الحديث,5,10
4512,عبد الرحمن بن وعلة السبئي,3,ثقة,4,7
4513,عبد الرحمن بن يزيد اليماني,4,صدوق حسن الحديث,3,9
4514,عبد الرحمن بن يزيد السلمي,10,متروك الحديث,7,34
4515,عبد الرحمن بن يزيد الأزدي,3,ثقة,7,186
4516,عبد الرحمن بن جارية الأنصاري,3,صحابي صغير,2,15
4517,عبد الرحمن بن يزيد النخعي,3,ثقة,3,67
4518,عبد الرحمن بن يزيد القرشي,4,صدوق حسن الحديث,3,2
4519,عبد الرحمن بن يزيد الأملوكي,6,مقبول,2,2
4520,عبد الرحمن بن يسار القرشي,6,مقبول,3,6
4521,عبد الرحمن بن يعقوب الجهني,3,ثقة,3,195
4522,عبد الرحمن بن يعمر الديلي,1,صحابي,1,4
4523,عبد الرحمن بن يونس الرومي,5,صدوق طعنوا فيه للرأي,9,51
4524,عبد الرحمن بن داود,9,مجهول,8,1
4525,عبد الرحيم بن زيد العمى,10,متروك الحديث,8,48
4526,عبد الرحيم بن سليمان الكناني,2,ثقة حافظ,8,370
4527,عبد الرحيم بن عبد الرحمن المحاربي,3,ثقة,9,9
4528,عبد الرحيم بن مطرف الرؤاسي,3,ثقة,10,32
4529,عبد الرحيم بن ميمون المعافري,6,مقبول,6,14
4530,عبد الرحيم بن هارون الغساني,10,متروك الحديث,8,24
4531,عبد الرزاق بن عمر الثقفي,10,متروك الحديث,6,16
4532,عبد الرزاق بن عمر الصغير,4,صدوق حسن الحديث,10,4
4533,عبد الرزاق بن همام الحميري,2,ثقة حافظ,9,3134
4534,عبد السلام بن أبي الجنوب المدني,10,متروك الحديث,8,10
4535,عبد السلام بن أبي حازم العبدي,3,ثقة,4,5
4536,عبد السلام بن حرب الملائي,3,ثقة,8,186
4537,عبد السلام بن مصعب السلمي,3,ثقة,7,24
4538,عبد السلام بن شعيب المعولي,4,صدوق حسن الحديث,8,3
4539,عبد السلام بن صالح الهروي,10,منكر الحديث,10,45
4540,عبد السلام بن عاصم الجعفي,6,مقبول,11,37
4541,عبد السلام بن عبد الرحمن الأسدي,6,مقبول,10,3
4542,عبد السلام بن أبي سعيد الكلاعي,8,ضعيف الحديث,9,10
4543,عبد السلام بن عتيق العنسي,4,صدوق حسن الحديث,11,13
4544,عبد السلام بن مطهر الأزدي,3,ثقة,9,55
4545,عبد الصمد بن أبي الحنثر الراسبي,8,ضعيف الحديث,8,4
4546,عبد الصمد بن حسان الخراساني,4,صدوق حسن الحديث,9,50
4547,عبد الصمد بن سليمان العتكي,2,ثقة حافظ,10,7
4548,عبد الصمد بن عبد الوارث التميمي,3,ثقة,9,880
4549,عبد الصمد بن معقل اليماني,3,ثقة,8,4
4550,عبد العزيز بن اليمان العبسي,4,صدوق حسن الحديث,2,6
4551,عبد العزيز بن أبي الصعبة التيمي,4,صدوق حسن الحديث,3,4
4552,عبد العزيز بن أبي بكرة الثقفي,4,صدوق حسن الحديث,3,15
4553,عبد العزيز بن أبي حازم المخزومي,3,ثقة,8,314
4554,عبد العزيز بن أبي رزمة اليشكري,3,ثقة,9,18
4555,عبد العزيز بن أبي رواد المكي,5,صدوق ربما وهم ، ورمي بالإرجاء,7,128
4556,عبد العزيز بن أبي سلمة العمري,4,صدوق حسن الحديث,10,26
4557,عبد العزيز بن أبي سليمان الهذلي,3,ثقة,6,18
4558,عبد العزيز بن أسيد الطاحي,6,مقبول,4,1
4559,عبد العزيز بن إسماعيل المخزومي,4,صدوق حسن الحديث,7,5
4560,عبد العزيز بن الخطاب الضبي,4,صدوق حسن الحديث,9,65
4561,عبد العزيز بن الربيع الجهني,4,صدوق حسن الحديث,7,10
4562,عبد العزيز بن السري الناقد,6,مقبول,10,7
4563,عبد العزيز بن المختار الأنصاري,3,ثقة,7,105
4564,عبد العزيز بن المطلب القرشي,4,صدوق حسن الحديث,7,21
4565,عبد العزيز بن المغيرة المنقري,4,صدوق حسن الحديث,9,8
4566,عبد العزيز بن النعمان البصري,6,مقبول,5,2
4567,عبد العزيز بن جريج القرشي,8,ضعيف الحديث,4,26
4568,عبد العزيز بن حكيم الحضرمي,4,صدوق حسن الحديث,6,2
4569,عبد العزيز بن خالد الترمذي,6,مقبول,9,18
4570,عبد العزيز بن ربيعة البناني,6,مقبول,9,1
4571,عبد العزيز بن رفيع الأسدي,3,ثقة,4,100
4572,عبد العزيز بن سلمة الأسلمي,8,ضعيف الحديث,3,2
4573,عبد العزيز بن سياه الأسدي,3,ثقة,7,15
4574,عبد العزيز بن صهيب البناني,3,ثقة,4,172
4575,عبد العزيز بن عبد الصمد العمي,2,ثقة حافظ,8,82
4576,عبد العزيز بن عبد الله الرازي,10,متروك الحديث,8,2
4577,عبد العزيز بن أبي سلمة الماجشون,3,ثقة فقيه مصنف,7,164
4578,عبد العزيز بن عبد الله القرشي,3,ثقة,3,6
4579,عبد العزيز بن عبد الله القرشي,7,مجهول الحال,6,2
4581,عبد العزيز بن عبد الله الأويسي,3,ثقة,10,264
4582,عبد العزيز بن عبد الملك القرشي,9,مجهول,8,4
4583,عبد العزيز بن عبد الملك القرشي,6,مقبول,6,11
4584,عبد العزيز بن عبيد الله الحمصي,8,ضعيف الحديث,7,63
4585,عبد العزيز بن عثمان العتكي,4,صدوق حسن الحديث,9,22
4586,عبد العزيز بن عمر القرشي,3,ثقة,7,59
4587,عبد العزيز بن عمران الزهري,10,متروك الحديث,8,140
4588,عبد العزيز بن عمرو الفزاري,6,مقبول,3,1
4589,عبد العزيز بن عياش الحجازي,6,مقبول,6,3
4590,عبد العزيز بن قيس العبدي,6,مقبول,4,8
4591,عبد العزيز بن محمد الدراوردي,4,صدوق حسن الحديث,8,805
4592,عبد العزيز بن مروان الأموي,3,ثقة,4,18
4593,عبد العزيز بن مسلم القسملي,3,ثقة,7,173
4594,عبد العزيز بن مسلم الأنصاري,6,مقبول,7,4
4595,عبد العزيز بن يحيى البكائي,4,صدوق حسن الحديث,10,64
4596,عبد العزيز بن عبد الملك البلوي,6,مقبول,5,3
4597,عبد الغفار بن القاسم النجاري,10,متروك الحديث,6,109
4598,عبد الغفار بن داود البكري,3,ثقة,10,114
4599,عبد الغني بن رفاعة اللخمي,3,ثقة,10,54
4600,عبد القاهر بن السري السلمي,8,ضعيف الحديث,7,5
4601,عبد القاهر بن شعيب المعولي,4,صدوق حسن الحديث,9,24
4602,عبد القدوس بن الحجاج الخولاني,3,ثقة,9,388
4603,عبد القدوس بن بكر الكوفي,8,ضعيف الحديث,9,19
4604,عبد القدوس بن محمد البصري,3,ثقة,11,65
4605,عبد الكبير بن عبد المجيد البصري,3,ثقة,9,181
4606,عبد الكريم بن أبي المخارق,10,متروك الحديث,6,140
4607,عبد الكريم بن الحارث الحضرمي,3,ثقة,6,14
4608,عبد الكريم بن روح البصري,8,ضعيف الحديث,9,19
4609,عبد الكريم بن سليط الهنائي,6,مقبول,6,3
4610,عبد الكريم بن عبد الرحمن البجلي,4,صدوق حسن الحديث,7,8
4611,عبد الكريم بن عبد الله البصري,9,مجهول,6,2
4612,عبد الكريم بن مالك الجزري,2,ثقة متقن,6,189
4613,عبد الكريم بن محمد الجرجاني,6,مقبول,9,8
4614,عبيد الله بن عبد الله المدني,4,صدوق حسن الحديث,3,9
4615,عبد الله بن يسار البهي,5,صدوق يخطئ,3,42
4617,عبد الله الهمداني,6,مقبول,4,1
4618,عبد الله الحنفي,7,مجهول الحال,4,4
4619,عبد الله بن أبي أحمد الأسدي,4,له رؤية,2,7
4620,عبد الله بن أبي أمامة الأنصاري,4,له رؤية,4,9
4621,عبد الله بن أبي أمية المخزومي,1,صحابي,1,2
4622,عبد الله بن أبي أوفى الأسلمي,1,صحابي,1,135
4623,عبد الله بن أبي الجدعاء التميمي,1,صحابي,1,5
4624,عبد الله بن أبي الجعد الغطفاني,6,مقبول,4,3
4625,عبد الله بن أبي الحمساء العامري,1,صحابي,1,1
4626,عبد الله بن أبي السفر الهمداني,3,ثقة,6,36
4627,عبد الله بن أبي المجالد الكوفي,3,ثقة,6,9
4628,عبد الله بن أبي الهذيل الغنوي,3,ثقة,2,36
4629,عبد الله بن أبي بصير العبدي,3,ثقة,3,6
4630,عبد الله بن أبي بكر بن زيد,9,مجهول,7,4
4631,عبد الله بن أبي بكر المخزومي,8,ضعيف الحديث,6,14
4632,عبد الله بن أبي بكر الأنصاري,2,ثقة ثبت,5,278
4633,عبد الله بن أبي بلال الخزاعي,6,مقبول,4,6
4634,عبد الله بن ماهان الرازي,5,صدوق سيء الحفظ,9,54
4635,عبد الله بن أبي حبيبة المدني,6,مقبول,5,2
4636,عبيد بن عمير الأسلمي,1,صحابي,1,13
4637,عبد الله بن أبي ربيعة المخزومي,1,صحابي,1,7
4638,عبد الله بن أبي زكريا الخزاعي,3,ثقة,5,17
4639,عبد الله بن أبي سعيد المزني,6,مقبول,3,3
4640,عبد الله بن أبي سفيان الحجازي,6,مقبول,5,9
4641,عبد الله بن أبي سلمة الماجشون,3,ثقة,3,31
4642,عبد الله بن أبي سليط الأنصاري,6,مقبول,2,2
4643,عبد الله بن أبي سليمان القرشي,4,صدوق حسن الحديث,3,12
4644,عباد بن ذكوان السمان,6,مقبول,6,41
4645,عبد الله بن زيد الأنصاري,3,صحابي صغير,2,29
4646,عبد الله بن أبي عبد الله الأنصاري,4,صدوق حسن الحديث,5,13
4647,عبد الله بن أبي عتبة الأنصاري,3,ثقة,3,8
4648,عبد الله بن أبي عقيل اليشكري,9,مجهول,3,6
4649,عبد الله بن أبي قتادة الأنصاري,3,ثقة,3,91
4650,عبد الله بن عفيف النصري,3,ثقة,2,32
4651,عبد الله بن أبي لبيد المدني,4,صدوق حسن الحديث,6,27
4652,عبد الله بن أبي مرة الأنصاري,8,ضعيف الحديث,3,9
4653,عبد الله بن أبي نجيح الثقفي,3,ثقة,6,250
4654,عبد الله بن أبي نهيك القرشي,3,ثقة,3,2
4655,عبد الله بن أبي يزيد المازني,6,مقبول,6,8
4656,عبد الله بن أحمد البهراني,4,صدوق حسن الحديث,10,15
4657,عبد الله بن أحمد الشيباني,2,ثقة حجة,12,3693
4658,عبد الله بن أحمد اليربوعي,3,ثقة,10,16
4659,عبد الله بن أقرم الخزاعي,1,صحابي,1,4
4660,عبد الله بن أمية القرشي,3,ثقة,6,2
4661,عبد الله بن أنس الأنصاري,3,ثقة,4,14
4662,عبد الله بن أنيس الجهني,1,صحابي,1,30
4664,عبد الله بن أوس الخزاعي,6,مقبول,4,2
4665,عبد الله بن إبراهيم الغفاري,10,متروك الحديث,10,35
4666,عبد الله بن إبراهيم الصنعاني,4,صدوق حسن الحديث,9,7
